22:33:29.429 [http-nio-8080-exec-1] INFO  org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] - Initializing Spring DispatcherServlet 'dispatcherServlet'
22:33:29.444 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Initializing Servlet 'dispatcherServlet'
22:33:29.446 [http-nio-8080-exec-1] INFO  org.springframework.web.servlet.DispatcherServlet - Completed initialization in 1 ms
22:33:29.688 [http-nio-8080-exec-1] INFO  com.example.springprojectexample.controller.PatientController - New Patient Details: PatientDetails(id=null, firstName=Friday, lastName=Potts, gender=F, birthDate=1996-08-12, city=New York, provinceId=NY, allergies=Cancer, height=155, weight=68, ssn=453-78-4258, creditScore=775, AdmissionDetailsList=null)
23:02:01.047 [SpringApplicationShutdownHook] INFO  org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean - Closing JPA EntityManagerFactory for persistence unit 'default'
23:02:01.051 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown initiated...
23:02:01.081 [SpringApplicationShutdownHook] INFO  com.zaxxer.hikari.HikariDataSource - HikariPool-1 - Shutdown completed.
14:15:16.164 [main] INFO  com.example.springprojectexample.SpringprojectexampleApplication - Starting SpringprojectexampleApplication using Java 11.0.22 on DESKTOP-HINNF83 with PID 1856 (C:\Users\dell\Java\springprojectexample\target\classes started by dell in C:\Users\dell\Java\springprojectexample)
14:15:16.164 [main] INFO  com.example.springprojectexample.SpringprojectexampleApplication - Starting SpringprojectexampleApplication using Java 11.0.22 on DESKTOP-HINNF83 with PID 1856 (C:\Users\dell\Java\springprojectexample\target\classes started by dell in C:\Users\dell\Java\springprojectexample)
14:15:16.207 [main] INFO  com.example.springprojectexample.SpringprojectexampleApplication - No active profile set, falling back to 1 default profile: "default"
14:15:16.207 [main] INFO  com.example.springprojectexample.SpringprojectexampleApplication - No active profile set, falling back to 1 default profile: "default"
14:15:27.584 [main] INFO  com.example.springprojectexample.SpringprojectexampleApplication - Started SpringprojectexampleApplication in 12.657 seconds (JVM running for 15.146)
14:15:27.584 [main] INFO  com.example.springprojectexample.SpringprojectexampleApplication - Started SpringprojectexampleApplication in 12.657 seconds (JVM running for 15.146)
14:15:38.838 [http-nio-8080-exec-2] INFO  com.example.springprojectexample.controller.PatientController - New Patient Details: PatientDetails(id=null, firstName=Marie, lastName=Stark, gender=F, birthDate=1998-03-27, city=New York, provinceId=NY, allergies=Cancer, height=185, weight=67, ssn=1323-628-58, creditScore=775, AdmissionDetailsList=null)
14:15:38.838 [http-nio-8080-exec-2] INFO  com.example.springprojectexample.controller.PatientController - New Patient Details: PatientDetails(id=null, firstName=Marie, lastName=Stark, gender=F, birthDate=1998-03-27, city=New York, provinceId=NY, allergies=Cancer, height=185, weight=67, ssn=1323-628-58, creditScore=775, AdmissionDetailsList=null)
15:01:53.087 [main] INFO  com.example.springprojectexample.SpringprojectexampleApplication - Starting SpringprojectexampleApplication using Java 11.0.22 on DESKTOP-HINNF83 with PID 16212 (C:\Users\dell\Java\springprojectexample\target\classes started by dell in C:\Users\dell\Java\springprojectexample)
15:01:53.087 [main] INFO  com.example.springprojectexample.SpringprojectexampleApplication - Starting SpringprojectexampleApplication using Java 11.0.22 on DESKTOP-HINNF83 with PID 16212 (C:\Users\dell\Java\springprojectexample\target\classes started by dell in C:\Users\dell\Java\springprojectexample)
15:01:53.104 [main] INFO  com.example.springprojectexample.SpringprojectexampleApplication - No active profile set, falling back to 1 default profile: "default"
15:01:53.104 [main] INFO  com.example.springprojectexample.SpringprojectexampleApplication - No active profile set, falling back to 1 default profile: "default"
